Student ID,Gender,Age,School,Math Score,Reading Score,Writing Score,Class Performance
1750,Female,21,B,68,83,67,A
1751,Male,19,D,,88,98,B
1752,Female,20,C,72,80,98,A
1753,Female,20,E,,77,86,B
1754,Male,21,A,74,93,82,D
1755,Male,17,D,63,,89,A
1756,Female,20,C,74,76,80,D
1757,Male,18,B,68,92,100,D
1758,Female,19,B,95,68,90,B
1759,Female,19,A,76,79,91,B
1760,Male,18,B,71,84,63,C
1761,Female,18,C,100,94,78,A
1762,Female,19,D,78,83,72,B
1763,Female,21,C,61,,77,A
1764,Male,21,C,73,60,62,D
1765,Male,21,D,100,74,77,C
1766,Female,20,A,81,66,96,A
1767,Female,21,A,63,64,72,B
1768,Male,18,D,93,68,69,C
1769,Female,21,D,61,64,68,D
1770,Male,18,E,75,64,69,B
1771,Female,18,B,60,94,67,D
1772,Male,17,D,141,98,94,C
1773,Male,21,A,80,75,72,D
1774,Female,21,B,60,64,86,D
1775,Male,17,C,78,71,99,D
1776,Male,18,C,75,87,76,C
1777,Male,19,D,99,76,95,B
1778,Female,21,B,95,79,82,B
1779,Male,19,C,66,75,81,A
1780,Male,17,D,74,78,,B
1781,Male,17,B,68,73,95,B
1782,Female,20,D,100,83,64,D
1783,Male,17,B,92,70,88,A
1784,Female,19,A,75,96,90,B
1785,Female,20,C,90,87,99,A
1786,Female,20,C,72,81,99,B
1787,Male,21,B,60,74,74,C
1788,Female,19,B,65,74,79,C
1789,Female,17,A,94,83,61,D
1790,Female,20,C,86,80,75,B
1791,Male,19,C,66,73,,A
1792,Male,17,D,76,72,94,D
1793,Female,17,C,96,97,76,C
1794,Male,20,D,94,64,60,A
1795,Male,21,E,65,70,61,A
1796,Female,20,C,87,73,,A
1797,Female,19,C,74,72,97,A
1798,Female,20,C,84,84,94,B
1799,Male,19,E,61,78,93,A
1800,Female,21,E,87,63,74,D
1801,Female,21,C,66,65,67,C
1802,Female,21,B,91,72,87,C
1803,Male,21,B,84,69,96,A
1804,Female,21,A,79,69,94,C
1805,Male,17,E,83,90,91,C
1806,Female,19,B,64,72,68,A
1807,Male,21,A,94,67,83,A
1808,Female,20,D,,95,83,D
1809,Female,21,A,78,76,92,D
1810,Male,18,E,83,96,72,B
1811,Female,17,D,78,64,70,C
1812,Male,20,A,71,81,72,A
1813,Female,18,A,91,,98,D
1814,Male,18,B,66,135,,D
1815,Female,18,C,78,73,83,C
1816,Male,17,C,66,84,87,A
1817,Female,20,D,,99,75,D
1818,Male,20,A,84,,60,A
1819,Female,18,E,63,82,89,D
1820,Female,18,C,83,60,74,C
1821,Male,21,C,87,93,92,B
1822,Female,18,E,96,84,64,A
1823,Female,18,B,88,98,97,C
1824,Male,19,D,87,60,100,A
1825,Female,19,E,73,91,74,A
1826,Male,19,A,95,98,97,B
1827,Male,18,B,83,62,100,D
1828,Male,18,D,99,,66,A
1829,Female,17,B,72,97,77,A
1830,Male,20,B,64,62,62,D
1831,Female,18,E,70,98,85,B
1832,Male,20,B,74,79,64,D
1833,Female,18,D,62,62,93,A
1834,Female,20,E,94,86,68,B
1835,Female,21,E,89,64,73,C
1836,Male,20,D,96,,79,A
1837,Male,21,A,92,91,63,C
1838,Female,18,D,65,73,74,C
1839,Female,20,E,,81,67,D
1840,Female,17,C,85,65,80,B
1841,Female,20,D,74,91,68,D
1842,Female,19,A,76,94,70,D
1843,Male,18,A,73,96,,A
1844,Male,21,A,97,73,93,C
1845,Female,17,A,89,99,99,D
1846,Female,20,C,96,,79,D
1847,Male,17,C,100,78,99,C
1848,Female,17,B,91,79,93,C
1849,Male,21,C,94,66,62,A
1850,Male,21,E,92,62,88,B
1851,Female,21,C,90,89,78,A
1852,Male,18,E,69,68,86,A
1853,Male,21,E,71,62,99,B
1854,Female,21,B,99,73,92,B
1855,Female,19,E,95,92,62,B
1856,Female,17,C,66,68,87,B
1857,Male,17,B,95,79,82,A
1858,Male,20,A,83,60,68,D
1859,Female,19,D,64,71,66,A
1860,Male,20,E,89,65,87,C
1861,Male,21,E,70,77,75,C
1862,Female,21,A,86,85,82,D
1863,Male,19,C,95,84,82,C
1864,Male,21,C,100,75,73,A
1865,Female,19,D,65,61,74,C
1866,Female,21,C,97,60,83,D
1867,Female,20,C,90,85,62,C
1868,Male,21,A,77,,65,B
1869,Female,18,A,63,62,,A
1870,Female,20,E,89,93,75,D
1871,Female,21,D,62,73,100,C
1872,Male,20,C,80,76,64,A
1873,Male,21,E,75,61,81,D
1874,Female,19,A,60,98,66,B
1875,Male,19,A,83,80,86,A
1876,Male,18,C,85,77,61,C
1877,Female,17,B,60,,62,C
1878,Female,20,C,66,99,77,C
1879,Male,18,C,,78,77,B
1880,Female,21,E,93,85,73,B
1881,Female,20,B,71,62,95,D
1882,Female,20,C,69,70,62,B
1883,Male,18,E,98,65,89,B
1884,Female,17,C,,98,69,C
1885,Male,19,C,75,79,65,D
1886,Male,21,E,65,87,99,A
1887,Female,21,D,76,80,74,D
1888,Female,20,E,61,76,73,C
1889,Male,19,D,72,67,87,B
1890,Female,19,B,75,92,67,B
1891,Male,19,B,100,98,73,B
1892,Male,19,B,87,93,71,D
1893,Male,19,D,100,67,70,C
1894,Male,19,B,81,98,88,D
1895,Female,20,D,73,,71,D
1896,Male,19,E,67,71,84,D
1897,Male,17,A,64,91,85,A
1898,Female,17,B,88,99,65,D
1899,Male,20,B,,94,65,A
1900,Female,21,A,63,69,78,B
1901,Male,17,D,,95,69,B
1902,Male,18,A,75,76,81,C
1903,Male,18,E,74,63,86,B
1904,Male,19,B,77,88,74,A
1905,Male,21,C,80,83,83,A
1906,Male,18,B,62,60,88,A
1907,Female,21,A,80,64,73,B
1908,Female,19,E,62,69,76,D
1909,Female,18,D,70,85,,D
1910,Female,19,D,96,98,94,B
1911,Female,19,A,98,76,62,A
1912,Male,20,A,79,91,68,A
1913,Male,21,B,64,93,85,D
1914,Male,19,E,66,75,92,B
1915,Male,17,A,84,61,,D
1916,Female,21,A,66,85,67,C
1917,Female,17,C,75,69,83,D
1918,Female,20,E,60,71,94,A
1919,Male,17,C,83,82,88,A
1920,Male,21,D,65,84,85,A
1921,Female,20,B,67,78,61,B
1922,Male,17,C,91,95,71,B
1923,Female,20,A,88,87,61,C
1924,Female,21,C,70,81,64,B
1925,Female,20,E,98,81,92,D
1926,Female,17,E,67,,82,A
1927,Female,21,E,60,93,78,C
1928,Female,19,D,81,98,65,D
1929,Female,17,A,80,71,63,A
1930,Male,19,C,82,81,68,C
1931,Male,19,A,,64,97,C
1932,Female,19,C,88,66,85,C
1933,Male,21,E,75,91,79,A
1934,Male,18,A,74,100,116,A
1935,Male,18,A,,74,91,B
1936,Male,17,B,,69,71,B
1937,Male,18,E,78,84,96,D
1938,Female,21,D,90,94,87,A
1939,Female,19,C,78,79,79,A
1940,Female,20,E,,94,64,C
1941,Female,18,C,91,87,82,A
1942,Female,20,B,86,81,73,A
1943,Female,21,B,75,96,76,A
1944,Female,21,B,74,100,81,C
1945,Female,19,E,89,73,69,D
1946,Female,21,B,,86,62,D
1947,Female,20,D,85,93,67,C
1948,Male,18,A,85,81,63,C
1949,Male,18,A,95,78,,A
1950,Male,18,A,87,88,61,C
1951,Male,19,C,87,83,67,D
1952,Female,21,B,61,89,,C
1953,Male,18,B,70,72,99,A
1954,Male,17,A,71,97,64,D
1955,Female,18,C,86,93,78,A
1956,Female,19,C,86,82,73,C
1957,Female,20,A,60,83,84,A
1958,Female,20,B,94,82,75,C
1959,Female,17,D,71,84,70,C
1960,Male,19,B,74,84,79,D
1961,Male,21,E,68,75,82,B
1962,Male,18,D,77,90,63,D
1963,Male,19,A,,90,88,A
1964,Male,19,E,100,75,74,C
1965,Female,18,E,,81,80,B
1966,Female,18,C,64,94,94,D
1967,Male,18,A,100,88,80,B
1968,Male,17,E,100,82,74,B
1969,Male,21,D,61,76,68,D
1970,Male,21,C,94,96,61,D
1971,Female,17,E,64,69,,C
1972,Male,20,A,78,86,66,B
1973,Male,18,B,91,77,78,A
1974,Female,18,D,100,,67,C
1975,Female,20,E,92,79,90,D
1976,Male,21,D,67,81,73,D
1977,Female,19,A,67,68,63,C
1978,Male,18,C,79,98,72,B
1979,Female,20,A,92,90,,D
1980,Female,19,D,64,96,,C
1981,Male,19,C,97,63,79,B
1982,Male,18,A,100,96,90,C
1983,Female,17,B,65,79,66,B
1984,Male,18,A,75,65,62,D
1985,Female,19,C,74,73,80,B
1986,Male,20,B,77,75,100,B
1987,Female,21,A,81,90,91,A
1988,Male,21,E,61,64,71,D
1989,Female,21,B,98,71,97,A
1990,Male,18,C,94,96,61,A
1991,Male,21,C,87,67,83,D
1992,Male,19,C,99,66,73,A
1993,Male,19,B,82,60,98,C
1994,Female,20,E,136,93,95,C
1995,Female,21,C,94,65,91,C
1996,Male,20,B,72,88,80,B
1997,Male,17,D,88,80,88,C
1998,Female,17,D,61,87,80,A
1999,Female,17,A,70,88,96,C
2000,Male,19,E,85,68,99,C
2001,Male,17,D,98,71,147,C
2002,Female,21,C,64,97,97,A
2003,Female,21,D,82,76,87,D
2004,Male,20,E,97,73,93,D
2005,Male,20,E,91,100,86,D
2006,Female,21,C,82,66,84,A
2007,Female,20,B,94,,79,B
2008,Male,21,D,76,94,66,A
2009,Female,18,C,70,95,76,C
2010,Female,20,E,79,74,79,C
2011,Male,18,D,74,61,96,D
2012,Male,19,B,79,72,100,C
2013,Female,21,C,83,85,83,D
2014,Female,17,D,61,69,67,D
2015,Female,17,B,64,120,83,B
2016,Female,17,C,95,60,75,C
2017,Female,19,B,,71,70,A
2018,Female,18,C,71,90,90,C
2019,Female,17,B,80,87,79,D
2020,Male,18,D,75,77,97,C
2021,Male,20,B,70,90,74,B
2022,Male,20,C,77,93,72,D
2023,Female,17,C,66,80,93,A
2024,Female,19,A,80,84,99,A
2025,Male,21,D,90,67,85,B
2026,Male,20,D,80,70,90,B
2027,Female,21,B,65,65,72,C
2028,Female,18,E,89,60,86,C
2029,Female,19,A,78,96,84,A
2030,Female,18,C,,76,78,C
2031,Male,20,E,66,91,74,D
2032,Male,20,D,79,95,77,A
2033,Male,19,D,64,89,99,B
2034,Male,19,E,98,75,78,D
2035,Female,21,E,87,70,87,A
2036,Male,18,D,65,67,83,B
2037,Male,18,B,71,99,77,A
2038,Male,21,B,88,91,71,A
2039,Female,20,A,,61,77,A
2040,Male,17,C,,77,70,C
2041,Male,17,C,77,97,84,D
2042,Male,18,E,81,65,60,C
2043,Male,18,E,64,87,63,A
2044,Female,19,C,90,100,93,C
2045,Male,20,B,66,73,79,B
2046,Male,17,E,73,77,83,B
2047,Female,17,C,61,88,67,D
2048,Male,21,E,92,64,62,C
2049,Male,18,D,74,67,93,B
2050,Female,17,A,79,78,62,A
2051,Male,19,C,89,140,66,B
2052,Female,18,D,69,71,66,C
2053,Female,17,D,,82,69,A
2054,Male,19,D,60,81,87,D
2055,Male,19,A,98,90,80,C
2056,Male,17,A,66,91,76,B
2057,Male,21,E,86,72,92,D
2058,Male,19,C,71,82,84,D
2059,Male,18,A,90,87,82,A
2060,Male,17,A,96,62,67,D
2061,Female,18,A,98,73,71,A
2062,Male,19,E,,67,75,A
2063,Female,20,E,89,89,90,B
2064,Male,17,A,,61,63,C
2065,Male,18,B,80,64,68,D
2066,Male,20,E,81,70,100,A
2067,Male,19,E,88,60,65,B
2068,Male,21,E,96,76,67,A
2069,Male,19,E,71,,64,C
2070,Female,19,D,90,89,,C
2071,Female,20,C,98,90,100,A
2072,Male,19,A,98,94,66,B
2073,Male,18,E,100,61,75,B
2074,Male,19,E,83,69,93,A
2075,Female,18,D,87,77,61,D
2076,Female,19,D,87,82,72,D
2077,Female,18,B,73,83,99,C
2078,Female,17,E,83,85,65,C
2079,Female,18,B,73,112,71,B
2080,Male,20,E,96,91,74,D
2081,Female,18,B,128,97,71,A
2082,Female,20,D,90,62,87,A
2083,Female,19,B,86,66,100,C
2084,Female,18,B,82,69,,A
2085,Male,21,C,76,75,74,D
2086,Male,18,C,98,98,69,D
2087,Female,20,A,98,100,81,C
2088,Female,17,A,74,63,,C
2089,Female,18,E,73,96,87,C
2090,Male,18,B,82,73,81,D
2091,Female,17,A,85,89,93,C
2092,Female,21,D,98,91,77,A
2093,Male,19,C,92,60,88,D
2094,Male,19,E,68,75,68,D
2095,Male,18,D,74,96,95,D
2096,Female,18,D,76,90,77,B
2097,Male,21,D,96,61,96,B
2098,Male,19,A,76,,65,B
2099,Male,18,E,91,91,65,D
2100,Male,19,B,79,69,63,A
2101,Male,19,D,81,63,98,C
2102,Male,18,B,88,96,68,A
2103,Female,18,C,94,73,60,B
2104,Male,21,B,81,90,72,A
2105,Male,21,C,,77,141,D
2106,Female,19,C,70,94,90,C
2107,Male,20,B,67,100,61,A
2108,Male,21,A,138,77,89,D
2109,Male,20,E,83,89,70,C
2110,Female,19,D,87,93,97,C
2111,Female,17,A,62,96,73,A
2112,Female,21,C,78,87,75,B
2113,Female,21,D,99,100,95,A
2114,Male,20,C,71,67,64,A
2115,Male,19,B,82,72,62,C
2116,Male,18,C,79,74,76,B
2117,Female,21,C,72,,82,D
2118,Female,19,C,123,,89,D
2119,Male,20,A,62,73,75,B
2120,Male,18,B,60,95,87,D
2121,Male,17,C,100,80,88,B
2122,Female,20,C,64,74,64,C
2123,Female,19,B,123,71,61,D
2124,Male,19,A,65,95,81,D
2125,Male,18,D,63,69,92,C
2126,Male,18,D,89,70,74,A
2127,Female,17,C,68,71,96,C
2128,Male,20,C,95,61,88,C
2129,Female,17,D,95,60,85,B
2130,Female,17,A,94,75,94,B
2131,Male,19,D,94,64,93,B
2132,Female,21,D,64,97,87,B
2133,Male,18,C,83,69,71,C
2134,Male,20,B,93,85,78,A
2135,Male,17,B,69,81,73,C
2136,Male,17,B,61,86,79,C
2137,Male,18,A,96,86,64,B
2138,Male,17,A,89,96,93,A
2139,Female,21,A,67,67,82,B
2140,Male,21,E,74,,61,A
2141,Male,20,A,85,72,90,A
2142,Male,17,D,75,71,86,A
2143,Male,19,C,94,99,68,A
2144,Female,20,E,63,97,68,D
2145,Male,18,C,81,85,88,A
2146,Male,19,E,74,96,99,D
2147,Female,21,D,92,66,73,C
2148,Female,21,B,74,83,116,C
2149,Female,21,B,62,77,92,B
2150,Male,18,C,71,67,73,A
2151,Female,19,D,75,66,79,C
2152,Female,18,B,,65,130,A
2153,Male,19,A,78,68,75,D
2154,Male,18,E,93,94,67,A
2155,Male,21,E,79,89,,C
2156,Female,21,E,86,94,99,D
2157,Male,17,E,92,93,83,B
2158,Male,21,E,95,81,78,C
2159,Male,18,E,76,60,71,A
2160,Male,18,D,87,94,95,B
2161,Female,19,E,87,,69,B
2162,Female,18,C,61,89,62,A
2163,Female,17,A,84,65,87,D
2164,Female,21,B,79,64,97,D
2165,Male,20,A,63,79,91,D
2166,Male,20,C,61,85,69,A
2167,Male,18,C,66,100,60,C
2168,Female,17,C,100,67,,C
2169,Female,19,C,61,92,,C
2170,Male,20,E,66,88,77,A
2171,Male,20,B,,62,60,A
2172,Male,20,C,70,91,92,A
2173,Male,18,E,81,75,,A
2174,Female,21,A,97,81,89,A
2175,Male,21,A,64,72,85,D
2176,Male,21,D,81,76,89,D
2177,Male,18,B,64,79,87,D
2178,Male,21,C,65,81,,B
2179,Male,19,A,64,96,78,B
2180,Male,18,D,92,71,94,C
2181,Male,19,C,70,61,,B
2182,Male,20,D,98,68,78,A
2183,Male,17,E,89,,66,C
2184,Female,20,B,76,86,67,A
2185,Male,21,E,76,89,67,A
2186,Male,17,C,76,74,82,B
2187,Female,19,D,65,88,60,A
2188,Male,20,D,83,60,77,C
2189,Male,21,D,90,61,93,D
2190,Female,21,E,99,99,99,C
2191,Female,20,D,91,99,71,C
2192,Male,21,D,91,85,61,C
2193,Female,21,E,98,81,100,C
2194,Female,17,A,67,98,73,D
2195,Male,18,B,94,93,,D
2196,Female,20,E,94,95,96,D
2197,Male,20,D,99,98,97,B
2198,Male,19,E,94,77,83,B
2199,Male,19,E,87,84,80,D
2200,Female,20,C,67,88,90,B
2201,Female,19,E,92,90,82,D
2202,Female,18,A,100,73,65,D
2203,Female,19,D,97,69,99,B
2204,Female,19,B,61,88,61,D
2205,Male,20,C,72,95,95,B
2206,Female,19,D,87,95,93,D
2207,Male,21,B,92,72,94,D
2208,Male,19,D,71,74,84,C
2209,Female,20,B,88,76,64,A
2210,Female,17,D,72,78,78,D
2211,Male,19,B,79,,68,D
2212,Male,18,B,91,73,137,B
2213,Female,17,A,99,143,73,D
2214,Female,20,B,85,64,99,C
2215,Female,18,D,65,89,94,D
2216,Male,21,D,70,79,89,B
2217,Male,20,A,100,71,,B
2218,Female,18,D,75,95,98,D
2219,Male,20,C,71,95,70,B
2220,Female,19,B,71,73,92,A
2221,Male,20,B,71,96,90,B
2222,Female,19,D,95,70,87,A
2223,Male,19,A,90,74,72,A
2224,Female,19,A,87,87,110,B
2225,Male,19,E,61,81,86,C
2226,Male,21,D,72,,82,C
2227,Male,18,D,88,92,86,D
2228,Male,21,A,86,66,77,A
2229,Female,21,B,83,76,82,C
2230,Male,19,D,79,79,62,C
2231,Female,18,D,128,77,87,A
2232,Male,19,E,60,87,98,A
2233,Female,20,D,121,65,71,D
2234,Female,20,C,88,92,94,A
2235,Male,20,B,63,93,82,C
2236,Female,19,C,83,84,91,B
2237,Male,20,C,81,69,83,A
2238,Male,17,C,93,67,95,D
2239,Male,17,E,86,83,69,A
2240,Female,21,C,100,66,91,A
2241,Female,21,A,82,77,100,B
2242,Male,20,A,70,89,,C
2243,Female,19,C,88,71,86,C
2244,Male,18,A,149,87,100,A
2245,Female,19,B,100,67,66,A
2246,Male,21,B,83,84,78,A
2247,Female,21,E,88,,73,B
2248,Female,18,E,60,89,98,C
2249,Male,18,A,71,99,82,D
2250,Male,20,B,,85,77,D
2251,Male,20,D,62,100,80,C
2252,Male,21,B,77,85,81,B
2253,Male,19,D,75,94,91,A
2254,Male,21,D,83,61,96,C
2255,Male,20,E,79,67,68,D
2256,Male,20,B,78,67,86,D
2257,Female,18,D,95,,64,D
2258,Male,20,B,91,68,75,C
2259,Male,21,C,61,91,86,A
2260,Female,20,C,99,79,100,D
2261,Male,18,C,61,99,74,C
2262,Female,21,B,70,79,77,B
2263,Male,20,B,122,84,76,C
2264,Female,19,A,97,65,85,B
2265,Male,20,C,89,82,88,A
2266,Male,17,E,95,65,,D
2267,Male,21,A,63,93,87,A
2268,Female,20,E,63,87,67,D
2269,Female,20,C,86,75,61,D
2270,Female,18,C,60,62,73,A
2271,Male,18,C,68,117,97,D
2272,Female,19,C,67,96,65,A
2273,Male,19,B,132,99,,A
2274,Male,17,A,93,84,100,A
2275,Female,20,E,75,79,60,D
2276,Male,17,D,100,81,97,B
2277,Male,20,C,97,,91,A
2278,Male,21,E,124,,69,B
2279,Female,17,A,99,80,94,D
2280,Female,17,C,92,64,95,A
2281,Male,17,C,90,77,70,A
2282,Male,20,C,95,90,60,A
2283,Male,19,E,90,75,81,A
2284,Male,17,D,60,80,73,D
2285,Male,19,E,65,73,,C
2286,Female,20,A,82,71,66,D
2287,Male,21,B,92,90,80,B
2288,Female,18,D,85,65,90,C
2289,Female,19,D,95,81,93,D
2290,Male,19,B,83,70,72,A
2291,Female,17,A,72,66,82,C
2292,Male,18,A,124,90,,A
2293,Female,17,A,76,73,65,D
2294,Male,20,C,84,60,92,D
2295,Female,18,D,93,66,64,C
2296,Male,18,B,85,64,83,C
2297,Female,17,C,83,79,70,B
2298,Female,17,B,75,,70,A
2299,Male,19,D,63,70,,C
2300,Male,21,C,61,83,69,B
2301,Female,17,E,98,93,68,B
2302,Female,20,B,89,96,67,D
2303,Female,20,D,68,93,61,B
2304,Female,17,E,89,73,89,D
2305,Male,17,A,60,90,100,A
2306,Female,20,E,90,98,84,A
2307,Female,17,C,93,95,99,A
2308,Male,19,E,61,90,84,B
2309,Male,17,B,83,78,61,C
2310,Female,17,B,80,71,,B
2311,Female,21,A,,62,75,C
2312,Male,21,E,68,72,74,C
2313,Female,19,C,89,100,81,B
2314,Male,19,E,65,97,74,D
2315,Male,19,A,96,61,82,B
2316,Male,20,B,81,,60,B
2317,Male,17,D,78,84,70,C
2318,Male,19,E,67,66,88,A
2319,Male,20,A,67,77,89,C
2320,Female,17,A,83,68,61,A
2321,Male,18,D,95,69,99,A
2322,Female,17,D,100,98,97,A
2323,Male,19,E,100,99,100,D
2324,Female,17,A,72,65,60,D
2325,Male,17,B,74,79,75,A
2326,Female,19,C,73,76,66,A
2327,Male,19,A,97,,97,B
2328,Male,20,A,60,77,94,B
2329,Female,19,C,60,60,77,D
2330,Male,20,A,67,122,91,C
2331,Female,21,C,99,72,75,A
2332,Female,18,E,,81,88,D
2333,Female,18,B,61,74,95,C
2334,Male,18,D,86,72,75,B
2335,Male,17,A,85,76,71,B
2336,Male,17,C,117,74,89,D
2337,Female,18,D,96,79,63,D
2338,Male,17,D,83,,98,A
2339,Male,20,C,79,86,79,B
2340,Male,20,C,87,69,77,D
2341,Male,17,B,64,74,86,C
2342,Male,19,A,99,67,66,D
2343,Male,21,D,62,67,79,A
2344,Male,18,A,82,81,70,D
2345,Male,17,B,86,,88,A
2346,Female,17,B,99,65,98,B
2347,Male,19,D,61,60,69,C
2348,Female,19,A,61,83,60,C
2349,Male,21,D,91,90,91,B
2350,Male,20,D,72,100,84,C
2351,Male,18,E,64,90,92,A
2352,Male,21,D,66,85,,C
2353,Female,18,D,,89,60,D
2354,Female,18,D,77,99,97,D
2355,Female,20,E,77,83,81,B
2356,Male,17,E,73,75,78,C
2357,Male,20,D,120,83,84,A
2358,Female,21,E,80,66,80,A
2359,Female,21,D,67,85,100,B
2360,Female,18,E,99,92,,B
2361,Male,18,C,99,60,,D
2362,Male,17,B,99,74,81,D
2363,Male,19,D,90,73,93,C
2364,Female,18,E,66,91,91,C
2365,Female,17,C,94,85,74,B
2366,Female,17,E,72,88,78,B
2367,Male,18,A,89,96,63,D
2368,Male,21,B,97,100,89,B
2369,Male,17,C,76,95,77,D
2370,Female,17,E,87,93,88,A
2371,Female,19,A,78,61,66,D
2372,Male,17,D,80,62,83,C
2373,Male,19,E,80,92,69,C
2374,Male,18,A,63,97,97,D
2375,Female,20,D,92,91,81,D
2376,Male,20,D,68,74,90,D
2377,Male,19,A,100,84,114,A
2378,Female,20,D,66,90,98,C
2379,Female,17,C,84,89,95,B
2380,Female,20,D,82,96,75,D
2381,Female,21,C,72,81,85,D
2382,Female,18,B,98,89,64,D
2383,Male,21,B,87,,93,B
2384,Male,17,C,79,64,95,A
2385,Female,17,C,70,68,,C
2386,Female,19,A,88,68,72,A
2387,Female,21,A,100,92,81,A
2388,Female,19,D,87,73,,A
2389,Male,17,A,81,85,89,A
2390,Male,18,B,78,76,76,A
2391,Male,20,D,73,80,70,C
2392,Female,18,B,70,98,84,B
2393,Female,21,E,97,63,86,B
2394,Female,20,A,,66,61,C
2395,Male,19,C,99,100,89,C
2396,Male,18,B,77,100,100,A
2397,Male,19,E,74,62,100,D
2398,Female,18,C,97,67,60,B
2399,Female,21,E,62,79,68,C
2400,Female,18,A,76,81,,C
2401,Female,18,B,75,75,77,D
2402,Female,18,D,74,95,95,C
2403,Male,18,E,63,,79,A
2404,Male,21,E,69,87,99,A
2405,Female,21,E,97,82,99,C
2406,Female,18,A,95,92,76,D
2407,Male,21,B,63,82,99,C
2408,Female,17,C,96,76,80,A
2409,Female,19,C,77,67,71,A
2410,Male,19,B,91,72,68,D
2411,Female,18,C,94,66,64,C
2412,Female,19,A,89,84,85,C
2413,Female,19,B,87,93,70,A
2414,Male,21,E,86,60,70,A
2415,Male,20,B,85,91,61,C
2416,Male,20,E,66,,93,A
2417,Female,21,B,90,80,,C
2418,Male,20,E,79,63,88,A
2419,Female,17,D,82,100,96,B
2420,Female,19,C,84,79,65,C
2421,Male,17,C,100,92,95,A
2422,Female,19,E,94,78,61,B
2423,Male,17,E,88,74,67,D
2424,Male,19,E,87,70,82,B
2425,Female,18,B,81,84,98,D
2426,Male,20,C,87,100,93,D
2427,Male,18,B,93,75,89,A
2428,Female,20,B,69,67,90,A
2429,Male,17,B,67,85,68,C
2430,Male,17,E,97,77,65,C
2431,Male,19,B,96,77,73,D
2432,Female,20,A,65,90,68,D
2433,Male,19,C,79,80,80,A
2434,Male,17,A,100,85,84,D
2435,Male,19,B,92,79,65,C
2436,Female,19,E,84,83,95,B
2437,Female,17,A,70,93,100,B
2438,Male,17,C,95,97,67,C
2439,Female,17,B,61,94,60,D
2440,Male,17,A,61,90,87,D
2441,Male,19,D,114,74,78,C
2442,Female,21,C,67,76,,D
2443,Male,17,D,97,72,76,A
2444,Female,20,B,67,75,74,C
2445,Female,17,A,82,87,88,A
2446,Female,17,B,62,71,99,D
2447,Male,18,B,99,96,92,B
2448,Male,19,C,61,66,74,C
2449,Female,21,B,64,87,64,A
2450,Male,20,B,90,79,70,A
2451,Male,17,E,99,70,61,A
2452,Female,18,A,71,67,91,B
2453,Male,21,E,63,73,66,C
2454,Male,19,C,72,94,70,B
2455,Male,18,C,79,,68,D
2456,Male,18,E,97,67,81,C
2457,Female,20,D,87,92,87,C
2458,Female,18,C,63,63,62,D
2459,Male,18,E,94,89,95,C
2460,Female,19,A,77,98,100,D
2461,Female,18,A,95,80,97,C
2462,Female,19,B,84,93,83,A
2463,Female,18,C,82,83,79,C
2464,Male,19,B,88,98,71,C
2465,Female,17,D,62,83,,C
2466,Male,18,B,91,89,71,D
2467,Male,20,A,79,73,94,D
2468,Male,17,B,87,91,82,B
2469,Male,19,C,87,73,,D
2470,Male,19,A,94,72,96,B
2471,Female,18,E,144,77,68,B
2472,Male,17,D,85,73,96,A
2473,Male,17,A,68,74,63,B
2474,Male,21,A,,84,94,C
2475,Male,17,B,75,65,,B
2476,Female,21,B,68,78,69,A
2477,Male,18,B,72,90,95,D
2478,Male,17,A,67,98,68,B
2479,Female,20,C,66,,89,A
2480,Female,20,A,97,72,,C
2481,Male,17,A,94,62,98,C
2482,Female,17,D,99,100,69,A
2483,Female,17,B,61,87,90,D
2484,Male,19,A,80,,68,A
2485,Female,20,E,95,77,99,C
2486,Female,20,A,66,,67,B
2487,Female,17,C,,67,90,D
2488,Female,18,A,80,82,94,D
2489,Male,17,E,63,98,113,B
2490,Female,17,E,79,81,88,C
2491,Female,21,A,66,77,91,B
2492,Male,20,D,123,91,61,D
2493,Female,20,E,112,,75,D
2494,Female,18,A,78,68,86,C
2495,Female,17,B,68,60,72,D
2496,Female,20,C,93,84,98,A
2497,Male,21,E,96,84,69,C
2498,Male,18,D,84,68,80,A
2499,Female,19,D,88,69,89,D
2500,Female,18,A,88,,62,C
2501,Male,21,A,90,80,86,D
2502,Female,17,D,68,78,61,C
2503,Male,19,D,94,97,91,C
2504,Female,17,A,63,86,65,A
2505,Female,19,B,,80,87,A
2506,Male,17,C,97,92,93,D
2507,Female,18,E,89,87,81,B
2508,Male,21,C,92,88,89,D
2509,Female,19,C,98,97,82,A
2510,Male,21,D,60,75,74,C
2511,Female,21,A,72,81,60,C
2512,Male,21,E,63,78,98,A
2513,Male,17,A,86,88,98,B
2514,Male,17,B,67,74,65,A
2515,Male,21,C,97,71,82,C
2516,Male,20,B,83,67,84,B
2517,Female,21,E,72,,93,B
2518,Female,20,A,91,60,87,A
2519,Male,19,A,61,90,78,A
2520,Male,18,B,100,61,74,A
2521,Male,20,C,,95,61,A
2522,Female,21,B,98,88,60,A
2523,Female,20,B,78,64,70,A
2524,Male,18,E,66,81,100,C
2525,Male,20,A,63,97,63,B
2526,Female,21,E,70,78,74,A
2527,Male,21,D,60,78,84,A
2528,Male,17,C,68,93,96,B
2529,Female,21,A,75,67,91,B
2530,Male,17,E,71,98,61,B
2531,Female,20,A,77,72,,A
